index,comments,Label,LabelConfidence
17250852,Da best,Global positive feedbacks,1
17256081,"Meat was a bit overdone and dry, onion rings were slightly burned. Otherwise great","Bad quality or taste,Good taste,Good food quality","1,1,1"
17257503,Pizza is getting a little bit overcooked in my opinion.,Bad quality or taste,1
17257269,Order made incorrectly- I asked for dressing on the side and no onions,Wrong or missing order,1
17248801,"A plate would be nice, gravy does not go in a cardboard box","Global negative feedbacks,Inappropriate packaging","1,1"
17256974,No cutlery for the hot food and also the food was quite cold.,"Bad food temperature,Global negative feedbacks","1,1"
17252847,General package was good but the box for noodle soup was leaking and almost broke my carry bag. It was fortunately that a colleague behind me notified me that my food bag was leaking on the way. Please use soup cup to put noodle soup instead of salad box.,Inappropriate packaging,1
17254092,"I enjoy your lovely coffee it gets me going at the start, I feel the love and it makes me smile every time I see a heart ❤️","Good taste,Good food quality","1,1"
17252178,Food was great. Just had to wait a little longer. But it wasn’t too bad.,"Good taste,Good food quality,Waited too long","1,1,1"
17253952,Hi. Asked for extra parm cheese but appeared as though there wasn’t extra put on it. Thanks,Wrong or missing order,1
17256268,My omelet had sausage in it which I hadn’t ordered,Wrong or missing order,1
17251041,Doesn't say no stock of Pepsi max until you get through to check out,"Product not available,App to improve","1,1"
17256088,Menu needs more variety,Not enough options,1
17254130,I had my green smoothie for the second time. And this one was a little bit thicker with an aftertaste.,Bad quality or taste,1
17257310,Order was ready when I arrived,Arrived on time,1
17249991,Burger was cold although freshly delivered from the kitchen. Salad was under dressed and lacked flavor...,"Bad food temperature,Bad quality or taste","1,1"
17251011,"Didn’t want mushrooms, however they ended up being very tasty so all is well","Good taste,Good food quality,Wrong or missing order","1,1,1"
17252975,"Got wrong order, over charge and no one contacted me back",Wrong or missing order,1
17256933,No a fan of cream of wheat pls. Bring back oat meal,Not enough options,1
17256216,My brownie has an expiry date of the 04 September 2021.,Bad quality or taste,1
17257164,Oatmeal was watery; plastic spoons too small to hold in hand and scoop up oatmeal.,"Bad quality or taste,Global negative feedbacks","1,1"
17256939,No avocado was put in sandwich as requested,Wrong or missing order,1
17253827,"Great, please try to include more halal options! This was delicious","Global positive feedbacks,Good taste,Good food quality","1,1,1"
17249200,Awesome job!,Global positive feedbacks,1
17254924,"I wish there was a way to recycle the to go containers on each floor. You are going through the effort and cost to use them, and they just get tossed in the regular trash on my floor (I eat at my desk).",Packaging not sustainable,1
17253001,Great as always!,Global positive feedbacks,1
17257159,"Oatmeal was flavorless and I could have used some condiments - raisins, brown sugar","Bad quality or taste,Not enough options","1,1"
17254234,"I ordered a bacon sandwich w/ a side sausage patty. Only received the patty. When I mentioned this I was told ""that's how it came through"" I showed my receipt and received the same response until the manager got involved and told them to make the sandwich","Wrong or missing order,Bad service","1,1"
17256245,My food hasn't been delivered again,Wrong or missing order,1
17250826,Crudités vegetables were soft and warm because it wasn’t separated from the rest of the order. Vegetables didn’t look very fresh and did not come with any dipping sauce.,"Bad quality or taste,Bad food temperature,Wrong or missing order","1,1,1"
17248793,A lot of money for what it is. And not much for options.,"Not enough options,Too expensive","1,1"
17254259,I ordered decaf and it wasn’t. I am pregnant so this is a pretty upsetting realization once I have finished the drink.,Wrong or missing order,1
17250030,"Callum was ace in explaining how the system works. He’s kind, polite and friendly. He was great on the shop front. Truly professional.",Good services,1
17254961,If the order system does not go through then let me know,Other,1
17256907,Nice change in flavour of sausages but they needed longer cooking time as I was unsure about eating them,"Good food quality,Good taste,Bad quality or taste","1,1,1"
17249062,Anna Rosanna and Francesco gave me the best customer service experience!!,Good services,1
17251920,Fantastically cooked thank you,"Good food quality,Good taste","1,1"
17249035,"Amazing wedges! Tasty burger, can’t fault it.","Good food quality,Good taste","1,1"
17251905,Fantastic service!,Good services,1
17252211,"Food was ready exactly on time, good efficiency, brilliant customer service by the ladies behind the counter","Arrived on time,Good services","1,1"
17255029,"It is much better when the chicken is not fried, it was all soaked in sauce.",Bad quality or taste,1
17251129,"Everyone was so friendly and helpful, food was superb, impossible burger was cooked wonderfully (some places overcook them but here was perfect), soup was extraordinary","Good services,Good food quality,Good taste","1,1,1"
17250888,Delicious and served with a smile. David and Flora are doing an amazing job keeping us fed and happy!,"Good services,Good food quality,Good taste","1,1,1"
17249127,Appreciate all you do!!,Global positive feedbacks,1
17254063,I didn’t get chips but overall the food I did get was pretty good,"Wrong or missing order,Good food quality,Good taste","1,1,1"
17255160,It's always good,Global positive feedbacks,1
17249210,Awesome salad!!!,"Good food quality,Good taste","1,1"
17257581,Please NEVER ATTEMPT TO MAKE THIS DISHEVER EVER AGAIN,Bad quality or taste,1
17252177,Food was great!,"Good food quality,Good taste","1,1"
17253886,Hard and dry,Bad quality or taste,1
17249018,Amazing service as always,Good services,1
17249205,Awesome people delicious food! I'm so thankful!,"Good services,Good food quality,Good taste","1,1,1"
17253895,Hash brown was not enough as per in menu.,Portion too small,1
17257537,Please add Philly cheesesteak to grill menu,Not enough options,1
17254030,I can’t scan anything via the app,App to improve,1
17257145,Not today,Other,1
17256122,Missing bacon…,Wrong or missing order,1
17251951,Fine fast.,"Global positive feedbacks,Arrived on time","1,1"
17255244,Kyle is always so friendly and so good to see him today as I picked up my breakfast!,Good services,1
17249136,Are we on rations?,Portion too small,1
17248880,All very good.,Global positive feedbacks,1
17254026,I bought a 20 oz Diet Coke bottle and was delivered a 12 oz can.,Wrong or missing order,1
17248822,Ace!,Global positive feedbacks,1
17253059,Great experience so far.,Global positive feedbacks,1
17253873,Hainan chicken tasted great and authentic.,"Good food quality,Good taste","1,1"
17249852,Best part was the server. Very helpful and attentive and clear. Good suggestion for the tasty shrimp. Got one piece of one veggie (cucumber?) thst was mushy. Would like a but more veggie choices but was a solid good salad.,"Good services,Bad quality or taste,Good food quality,Good taste,Not enough options","1,1,1,1,1"
17256909,Nice coffee and friendly service,"Good services,Good food quality,Good taste","1,1,1"
17254847,I still can’t consistently scan bottles of cherry Coke Zero.,App to improve,1
17253815,Great wrap tasty good value,"Global positive feedbacks,Good food quality,Good taste","1,1,1"
17252939,Good tacos.,"Good taste,Good food quality","1,1"
17253166,Great pizza,"Good food quality,Good taste","1,1"
17257590,Please provide more gluten free options!! Not just wheat free,Not enough options,1
17253243,"Great service, great food","Good services,Good food quality,Good taste","1,1,1"
17251892,Fantastic job,Global positive feedbacks,1
17249040,Amazing!!,Global positive feedbacks,1
17255852,"Looks like you've changed to a thick cut of bacon. It actually tasted fine, but I really liked the previous bacon. So probably won't order it again.","Good food quality,Good taste,Global negative feedbacks","1,1,1"
17254132,"I had not rated this food order, so it must have been ssd's someone else.",Other,1
17254045,I did feel a little guilty about the amount of packaging I threw away but I suspect it is unavoidable at this time,Packaging not sustainable,1
17256096,Might be a little spicy.,Bad quality or taste,1
17252916,Good portion size,Global positive feedbacks,1
17257358,Ordered my wrap with spinach wrap and it came in regular tortilla,Wrong or missing order,1
17249996,"Burger was not correct - only had one hamburger patty, I ordered a double meat.",Wrong or missing order,1
17255988,"Lovely lunch, many thanks.",Global positive feedbacks,1
17251933,Fast service with a smile 😃,"Good services,Arrived on time","1,1"
17250034,Callus very helpful and friendly as always,Good services,1
17250801,Could not scan any of the bar codes trying to type them in did not work either.,App to improve,1
17255091,It was ok. The orange made it a bit funky and runny.,"Bad quality or taste,Good taste,Good food quality","1,1,1"
17248795,A lot popular food not available,Not enough options,1
17250273,Cook a lil snappy at times,Bad service,1
17256240,My first time today and the experience was great didn’t have to wait long at all for my order.,"Arrived on time,Global positive feedbacks","1,1"
17249953,Brilliant coffee as always!,"Good food quality,Good taste","1,1"
17254164,I have ordered many times and noted the portions are getting smaller and smaller !!,Portion too small,1
17254910,I wasn’t able to order for 7 a.m. even though I gave plenty of time and my food was five minutes late.,"Waited too long,Global negative feedbacks","1,1"
17256075,Meal included nuddles but no gluten warning was given,App to improve,1
17256120,Missing bacon,Wrong or missing order,1
17255961,Lovely,Global positive feedbacks,1
17255205,Just was not there at the expected time.,Waited too long,1
17249941,Breakfast was great 👍,"Good food quality,Good taste","1,1"
17252922,Good salad,"Good taste,Good food quality","1,1"
17249938,Breakfast tacos were great and a hearty portion of hash browns,"Good food quality,Good taste","1,1"
17249828,Ben is amazing as always!,Good services,1
17255083,"It was not bad, but it was too fried.","Good taste,Good food quality,Bad quality or taste","1,1,1"
17252113,Food said it was ready but still waited almost 10 minutes before it was served. Asked for tater tots but got fries. Fries were very undercooked.,"Waited too long,Bad quality or taste,Wrong or missing order","1,1,1"
17249143,Arrived on time and perfect temp.,"Arrived on time,Good food temperature","1,1"
17249973,Broccoli was inedible. I’d actually like a refund.,Bad quality or taste,1
17252952,Good!,Global positive feedbacks,1
17257278,Order ready and kept warm :),"Good food temperature,Arrived on time","1,1"
17250084,Charged for a retail salad that wasn't available,"Product not available,Global negative feedbacks","1,1"
17252046,Food didn't show up,Wrong or missing order,1
17253240,Great service!! Thank you!!,Good services,1
17252242,"Foods are bland, have no flavor. Expensive compared to quality","Too expensive,Bad quality or taste","1,1"
17256221,My chorizo pasta was fab today! Thanks,"Good food quality,Good taste","1,1"
17257155,Nothing like picture,Misleading images,1
17252882,Good chicken strips.,"Good food quality,Good taste","1,1"
17249963,Brilliant staff and great service as always,Good services,1
17256168,Monica is fabulous!,Good services,1
17253064,Great first experience,Global positive feedbacks,1
17250792,Could do with more chips,Portion too small,1
17249846,best lasagna ever,"Good food quality,Good taste","1,1"
17254946,I’m order never came I just left 30 mins later they had orders that had time stamps after mine ready also had no Diet Pepsi so I ended up with no food or drin,Wrong or missing order,1
17253829,Great. Food recommended Philly cheese steak sandwich,"Good food quality,Good taste","1,1"
17253072,Great food !! friendly staff!,"Good food quality,Good taste,Good services","1,1,1"
17255196,Just had another lovely Greek salad really tasty 😋,"Good food quality,Good taste","1,1"
17250993,Didn’t have bacon available but was listed as an option when placing order. The quinoa patty was tasty.,"Product not available,Good taste,Good food quality,App to improve","1,1,1,1"
17255015,"Issues with app, can no longer do a simple reorder from the honepage",App to improve,1
17257747,Quantity is too little,Portion too small,1
17249922,Bread was hard,Bad quality or taste,1
17252898,Good food but didn't receive condiments I asked for but everything else very good,"Wrong or missing order,Good food quality,Good taste","1,1,1"
17253965,Hot,Global positive feedbacks,1
17249820,Beef was not as delicious as before.,Bad quality or taste,1
17256101,Milk was off in the coffee,Wrong or missing order,1
17251047,Don't ask me to rate my experience every day. It's a food order app!,App to improve,1
17251977,First time user - brilliant!,Global positive feedbacks,1
17253070,Great Food,"Good food quality,Good taste","1,1"
17254076,I didn't get time to eat it sorry. It went in the bin.,Other,1
17256941,"No bacon in the box . So I lost $2 , but was already at my desk so did not go back down and did not get what I ordered . This is actually the second time I did it get the $2 of bacon in my order in the last weeks . So I am now down money on the cafeteria",Wrong or missing order,1
17257045,No tomato sauce satchet. Chips were nice.,"Wrong or missing order,Good food quality,Good taste","1,1,1"
17255822,"Lindsay is a true asset for Premera - fast, pleasant and all around professional. Many thanks to you!","Good services,Arrived on time","1,1"
17251118,Every order arrives on time every time and the food is great.,"Arrived on time,Good taste,Good food quality","1,1,1"
17251177,Everything was great. Bob verified how I wanted my eggs prepared because I forgot to indicate. Thank you!,"Global positive feedbacks,Good services","1,1"
17249212,Awesome sandwich!!!!!,"Good food quality,Good taste","1,1"
17249868,Better chip selection :),Not enough options,1
17249983,Bun was kind of dry,Bad quality or taste,1
17257414,paid for 3 sure but only picked up 1 🙈,Wrong or missing order,1
17249072,App broke again. I have deleted and reuploaded. AGAIN,App to improve,1
17255966,Lovely asian salad.,"Good food quality,Good taste","1,1"
17257272,Order not received and no sour dough left,"Wrong or missing order,Product not available","1,1"
17250828,Current settings/table layout in cafeteria for picking up the order is confusing and does not meet the social distance guidelines. Food. Need cafeteria staffs to move food to the table which causes lots of delay. preorder is late for three days,"Global negative feedbacks,Waited too long","1,1"
17252181,"Food was hot and earlier than scheduled time , service is awesome ! Wood like to get a sizzling salad at HTC !","Arrived on time,Good food temperature,Not enough options,Good services","1,1,1,1"
17250284,Cottage pie did not have any potato on top. It looked like they had forgotten to put it on or it had been all stirred up. It did taste ok though.,"Wrong or missing order,Good taste,Good food quality","1,1,1"
17254111,"I got charged for the Tandoori Salmon $9.89. But, instead I got the Five Spice BBQ.""",Wrong or missing order,1
17253044,Great customer service as usual,Good services,1
17250188,Chips were greasy and soggy. The bacon was undercooked. There was so much mayonnaise on the sandwich it was dripping out the sides and I had to wipe off the excess.,Bad quality or taste,1
17257223,Only 1 out of 3 items was as ordered. I was given the sandwich instead of the wrap (replaced when I complained) and a smaller bottle of water as the advertised one was not available.,"Wrong or missing order,Product not available","1,1"
17256028,"Lunch was delicious. My mouth did struggle a little with the thickness of the burger, but I soldiered on.","Good food quality,Good taste,Global negative feedbacks","1,1,1"
17255033,It is very easy.,Global positive feedbacks,1
17255125,It would be great if you could heat up the sandwiches on the panini grill.,Bad food temperature,1
17254159,I have continued for several orders to get notified that my meal is ready. When I arrive it is not there. The process to get one made is not easy. Yesterday the prep staff was very rude to me and disrespectful because I likely interrupted their flow.,"Waited too long,App to improve,Bad service,Wrong or missing order","1,1,1,1"
17253002,Great as always! Have a fantastic weekend!,Good services,1
17253042,Great customer service,Good services,1
17251930,Fast and simple to order,"App works well,Arrived on time","1,1"
17251258,Excellent pizza,"Good food quality,Good taste","1,1"
17255906,Love the salads,"Good food quality,Good taste","1,1"
17249825,"Being vegetarian, I choose no protein. Just had lettuce, tomatoes, cucumbers & spinach. Would have been nice if they had added some olives and mushrooms. Also, I had requested to chop everything in small pieces which wasn’t done.","Wrong or missing order,Not enough options","1,1"
17255118,"It wasn't available when I got there, so I had to take a salad which was all that was lefr",Product not available,1
17254874,I very much enjoyed the ease of the express breakfast. I do wish that there was a choice between potato bites and hash browns.,"Arrived on time,Not enough options","1,1"
17253238,Great service! Easy app order and pay,"Good services,App works well","1,1"
17256279,My order didn't cone with tartar sauce whereas my colleagues did. Otherwise very happy with the food quality and price.,"Wrong or missing order,Good food quality,Good taste","1,1,1"
17250810,Could you get stevia for the coffee area?,Global negative feedbacks,1
17254085,I don’t think they remembered to add the mango.,Wrong or missing order,1
17249265,Bacon was missing from my order,Wrong or missing order,1
17255252,Lack of healthy options available as part of the meal deal. Prepackaged food is the only “healthy” options and they cost more than the meal deal and the quality could be improved.,"Not enough options,Bad quality or taste,Too expensive","1,1,1"
17253803,"Great to return to the office and the friendly, safe catering environment",Global positive feedbacks,1
17256274,My order arrived right on time and piping hot. Well done!,"Global positive feedbacks,Good food temperature,Arrived on time","1,1,1"
17255994,Lovely sandwich!,"Good food quality,Good taste","1,1"
17256934,No arugula .. or any greens. Had few surprises with you guys.,Wrong or missing order,1
17251220,Excellent cauliflower rice,"Good food quality,Good taste","1,1"
17251907,"Fantastic service, and today’s menu was delicious. Please consider it a Friday special!","Good services,Good food quality,Good taste","1,1,1"
17257180,"Omg, probably one of the best salads I have ever had.","Good food quality,Good taste","1,1"
17249206,Awesome place,Global positive feedbacks,1
17255245,"L""",Other,1
17254822,I really like the food and the staff,"Good services,Good food quality,Good taste","1,1,1"
17251222,Excellent cheese and onion pie always spot on,"Good food quality,Good taste","1,1"
17252107,Food quality is really not upto par. Thanks,Bad quality or taste,1
17257275,Order on time and salad nicely made.,"Arrived on time,Good food quality,Good taste","1,1,1"
17249924,Bread was old,Bad quality or taste,1
17252979,Grain bowl (vegetarian) is really good,"Good food quality,Good taste","1,1"
17254937,I would not even come into the office anymore if it wasn’t for the Cafe. Great food and service as always!,"Good services,Good taste,Good food quality","1,1,1"
17249877,Big thanks as always ❤️ fab as usual,Global positive feedbacks,1
17257209,One of the rocket leaves in the bagette was moldy. I could remove the leave and eat the sandwich but did make me a bit conscious eating the rest of the bagette,Bad quality or taste,1
17257204,"One of the best""",Global positive feedbacks,1
17255096,It was piping hot and ready to devour. Smiles and great customer service all around,"Good services,Good food temperature","1,1"
17248937,Always good!,Global positive feedbacks,1
17253967,Hot and cold food packed together. Should be separate,"Bad food temperature,Inappropriate packaging","1,1"
17251850,Fab as usual x,Global positive feedbacks,1
17249275,"Bagel was very dry (almost stale). Understandable, as it was probably made in the morning and had been out for a few hours. Was just a bit too dried out, such that it felt unfair to be paying full price","Bad quality or taste,Too expensive","1,1"
17251067,Easy to order via the ap.,App works well,1
17252841,Gave Can soda—paid for bottle. This happens TOO MUCH!!!!,Wrong or missing order,1
17253054,Great efficient service,Good services,1
17254087,I don't like the clear plastic containers. I'd like to see you go back to the compostable food boxes.,Packaging not sustainable,1
17255919,Love this app,App works well,1
17254033,I can't believe you put a greasy omelet into this type of packaging. my fingers felt burnt because packaging was so thin,Inappropriate packaging,1
17254905,"I was unable to order the chicken sriacha sandwich. Every time I tried to check out with that in my cart, I received an error message.",App to improve,1
17252258,Forgot bacon,Wrong or missing order,1
17257587,Please provide a healthy side like vegetables,Not enough options,1
17257630,Poor choice,Not enough options,1
17252033,Food arrived on time. Package looks good. Food label is clear.,"Arrived on time,Global positive feedbacks","1,1"
17253160,Great pasta!!!,"Good food quality,Good taste","1,1"
17256812,My salad was put in with hot food this is a health hazard,"Bad food temperature,Inappropriate packaging","1,1"
17250210,"Cobb salad wasn't good, the flavors did not go well together.",Bad quality or taste,1
17255879,Love the app!!,App works well,1
17251919,"Fantastic, thank you!",Global positive feedbacks,1
17248875,All superb,Global positive feedbacks,1
17257300,Order was missing,Wrong or missing order,1
17256925,Nice that we have this good heathy offer however Some part of the salad was not fresh and the salmon was very dry,"Global positive feedbacks,Bad quality or taste","1,1"
17252268,Forgot the peanut butter,Wrong or missing order,1
17257292,Order was incorrect again.,Wrong or missing order,1
17255064,It was easy to come and collect and grab a side dish.,Good services,1
17257059,None,Other,1
17254801,I paid for two cream cheeses and only got one.,Wrong or missing order,1
17253222,Great service from Callum!,Good services,1
17257147,Not very good,Global negative feedbacks,1
17254221,"I normally love the food, but this salad was disappointing. Huge chunks iof vegetables, no flavor, and it said in her description pesto dressing but I didn’t get any dressing with my salad. I went back down to ask for more and was given an oil vinaigrette","Bad quality or taste,Wrong or missing order","1,1"
17252945,"Good value dish overall. Should have it more often!""","Global positive feedbacks,Good food quality,Good taste","1,1,1"
17250071,Carrots were soggy,Bad quality or taste,1
17249042,AMAZInG!!!!!!!!!!!!!!!!!!!!!!,Global positive feedbacks,1
17252879,"Good as usual, service is ALWAYS EXCEPTIONAL","Global positive feedbacks,Good services","1,1"
17257686,Portion was too small.,Portion too small,1
17249927,"Bread was soggy, coleslaws not much flavour quite bland.",Bad quality or taste,1
17250866,Debra is awesome!!!,Good services,1
17250033,Callum's service is exceptional. Always friendly and helpful.,Good services,1
17256890,"Never received my order tonight, probably will not be ordering in the future. Thanks",Wrong or missing order,1
17252277,Found a bug in my rainbow salad today,Bad quality or taste,1
17254050,I did not get the cheese on my croissant.,Wrong or missing order,1
17254986,Incorrect item given. Received sweet potato and goat cheese pie instead of chicken/mushroom which was ordered.,Wrong or missing order,1
17251205,Excellent service!,Good services,1
17257252,Order arrived quickly. Great service. Thank you :-),"Arrived on time,Good services","1,1"
17255109,It was very delicious. But I waited more than 15min.,"Waited too long,Good food quality,Good taste","1,1,1"
17250268,constituents could be curated better,Global negative feedbacks,1
17257329,Ordered a double on tator tots and it seemed to be a single.,Wrong or missing order,1
17249906,Both items were very good. Enjoyed them very much.,"Good food quality,Good taste","1,1"
17251117,Every one is so nice thank you happy Friday,Good services,1
17253069,Great food,"Good food quality,Good taste","1,1"
17257732,Products and staff (,"Good services,Good food quality,Good taste","1,1,1"
17255804,Let’s review the ‘no straw partner’ challenge by evaluating an alternative veg ware lid for the smoothies ;),Other,1
17254957,Ice tea still to watery,Bad quality or taste,1
17251241,Excellent food and service!,"Good services,Good food quality,Good taste","1,1,1"
17249988,burger great...pricing bargain.. Soup not split pea...not one pea and chicken broth.,"Good food quality,Good taste","1,1"
17253822,Great! Would be even greater as dairy free alternative - I think Arup People are ready for the vegan step!,"Global positive feedbacks,Not enough options","1,1"
17250254,Come with chips and not wedges,Wrong or missing order,1
17257010,No mention of sweet corn or peppers in panini. Had to pick it all off.,App to improve,1
17252948,Good work friendly staff,Good services,1
17254206,I love this drink it so yummy,"Good food quality,Good taste","1,1"
17257615,Pleasure as always speaking with Jo.,"Global positive feedbacks,Good services","1,1"
17253148,Great lasagne 🤓,"Good food quality,Good taste","1,1"
17251264,Excellent service,Good services,1
17257637,"Pork chop (1 only), not chops","Wrong or missing order,Portion too small","1,1"
17257647,Porridge wasn’t its usual high quality today. Don’t think it was fully cooked I’m afraid :(,Bad quality or taste,1
17252997,Great app so much quicker,App works well,1
17253841,Grilled chicken was very chewy today. difficult to bite through.,Bad quality or taste,1
17254007,"I asked for an ingredient that I cannot eat be left out, but it was still included.",Wrong or missing order,1
17255991,Lovely potato 🥔 and a full box of salad,"Good food quality,Good taste","1,1"
17256937,No avocado in the carne asada,Wrong or missing order,1
17251873,Fantastic app and service,"App works well,Good services","1,1"
17254256,I ordered biscuits and gravy but they were out of it. A very pleasant chef named Vasily went out of his way to offer me a replacement meal of my choice. He was such a nice person that I had to know his name and shake his hand. Thanks for the kindness!,"Product not available,Good services","1,1"
17251006,Didn’t receive the 2 hash browns.,Wrong or missing order,1
17253146,"Great just needed salt, otherwise delicious","Good food quality,Good taste","1,1"
17250918,Delicious sandwich!,"Good food quality,Good taste","1,1"
17253980,How should we throw our pizza boxes away?,Packaging not sustainable,1
17252123,Food was absolutely delicious!,"Good food quality,Good taste","1,1"
17248820,Ace,Global positive feedbacks,1
17249255,Bacon over cooked.,Bad quality or taste,1
17252856,"Glad to see you brought back sausage, egg and cheese on a croissant","Global positive feedbacks,Good food quality,Good taste","1,1,1"
17250100,Cheese was American slices again today versus grated cheese,Wrong or missing order,1
17257152,Note that the pickle chips are sweet (bread bad butter I think they're called) - I'm not a fan of this pickle so I was disappointed. There was a mix-up with my original order and I had to place order a second time. Thankfully it only placed one order.,"Bad quality or taste,Wrong or missing order","1,1"
17257628,Poor app,App to improve,1
17250079,Cery high price for such a tiny naan…,"Portion too small,Too expensive","1,1"
17255019,It arrived when I expected and was a huge portion!,"Arrived on time,Global positive feedbacks","1,1"
17250037,Calum is awesome,Good services,1
17257785,Rather too much tomato paste for my taste. Bring back ham and pineapple!,"Not enough options,Bad quality or taste","1,1"
17256815,My salads usually were paid by weight vs a flat rate since I don’t get many ingredients. But if it’s a flat rate I will order something else.,Global negative feedbacks,1
17250191,Chocolate bar put on top of carton containg hot food which totally melted,"Inappropriate packaging,Bad quality or taste","1,1"
17257242,Only suggestion I have would be for better signage. I wasn't sure where exactly I should pick up my food--I did not realize it would be at the station within the cafeteria.,Global negative feedbacks,1
17251115,"Even with preorder, lunch box is not ready and there is a long line. The new arrangements for food line is not working",Waited too long,1
17257175,Omelet was a mess. Ingredients weren't really inside the eggs.,Bad quality or taste,1
17249809,Becca rocks! The taco salad was great but the lid on the packaging was not. It didn’t stay on tight and needs to be more of a dome as to not crush the ingredients.,"Good services,Inappropriate packaging,Good food quality,Good taste","1,1,1,1"
17256282,My order through the 12pay app was not received so had to be made when I arrived. The staff were very helpful and prepared my order promptly when I showed them that it had been ordered and paid for in advance.,"Wrong or missing order,App to improve,Good services","1,1,1"
17257040,No staff,Bad service,1
17252261,Forgot my bacon.,Wrong or missing order,1
17256148,Missing jacket potato! Please get in touch asap,Wrong or missing order,1
17253125,Great job,Global positive feedbacks,1
17257160,Oatmeal was like soup,Bad quality or taste,1
17254918,I will never understand how the coffee at MWC is so bitter!,Bad quality or taste,1
17251866,"Fair too much liquid in the box, leaked.","Bad quality or taste,Inappropriate packaging","1,1"
17250277,Cookie we’re really stale...,Bad quality or taste,1
17257106,Not enough veg options,Not enough options,1
17252231,Food was warmed up and I asked for no heat!,Bad food temperature,1
17251127,Everyone is so nice and welcoming! Thank you!,Good services,1
17254884,I was charged twice for coffee again,Global negative feedbacks,1
17252806,"Friendly staff, quick service","Good services,Arrived on time","1,1"
17248791,A little too much dressing and I miss the large pecans. I can’t really taste them now that they are all chopped up into little bits.,Bad quality or taste,1
17250096,Cheese onion slices are not big enough.,Portion too small,1
17255001,Is disposable cutlery and crockery better than using a dishwasher. I also cut my hand on disposable knife as broke whilst using,Packaging not sustainable,1
17257437,Parfait is so delicious. I bought another one.,"Good food quality,Good taste","1,1"
17250162,Chicken was quite stiff and hard.,Bad quality or taste,1
17253922,"He always brightened up my day at Arup!!""",Good services,1
17252084,Food is way too dry and portion is very small still.,"Bad quality or taste,Portion too small","1,1"
17249824,Being able to add some shredded cheese or onions to my chili would have been a nice option.,Not enough options,1
17249804,Beautiful foam art,Global positive feedbacks,1
17253903,Hash browns were like chewing on cardboard. Lots of water from the omelet had everything in a small pool.,Bad quality or taste,1
17257184,On then spicy side ;),Bad quality or taste,1
17257506,Pizza overcooked,Bad quality or taste,1
17253272,Great stuff,"Good food quality,Good taste","1,1"
17255216,Keep up the good work!,Global positive feedbacks,1
17250829,Curry and rice were both first class !,"Good food quality,Good taste","1,1"
17253224,Great service from Flora.,Good services,1
17248818,"Absolutely superb moussaka today, compliments to the chef! I will miss your excellent service :-)","Good services,Good food quality,Good taste","1,1,1"
17252243,Foods good. How about crapes pancakes 🥞. Fresh fruit. Thanks,"Good food quality,Good taste,Not enough options","1,1,1"
17252012,Fish was too dry.,Bad quality or taste,1
17254998,Instructions on how to reheat the sausage butty could be useful.,Global negative feedbacks,1
17253875,"Half the order missing, sausage brioche not in bag, sauce accompaniment had been added so it was an obvious omission.",Wrong or missing order,1
17249075,App did not start up quickly,App to improve,1
17252097,Food portion so small I thought some fell out.,Portion too small,1
17255883,Love the Blend !,"Good food quality,Good taste","1,1"
17253799,"Great that you get guac with this, wouldnt be a proper chilli without it! 😁","Good food quality,Good taste","1,1"
17252804,"Friendly staff, excellent wrap","Good services,Good food quality,Good taste","1,1,1"
17251926,Fast and courteous staff.,"Good services,Arrived on time","1,1"
17255939,Loved it!,Global positive feedbacks,1
17256818,My sandwich wasn't made correctly but still quality food.,"Wrong or missing order,Good food quality,Good taste","1,1,1"
17253861,Had to ask for my order even though it notified me it was prepared. Had to come back since for some reason they didn’t get my ticket.,"Waited too long,Global negative feedbacks,App to improve","1,1,1"
17249916,"Box didn't shut, easily spilled.",Inappropriate packaging,1
17251883,"Fantastic fish,chips n peas.","Good food quality,Good taste","1,1"
17249281,"Balsamic vinaigrette is not near as good as it used to be, no spinach was put in salad","Bad quality or taste,Wrong or missing order","1,1"
17252244,Foods is always cold not even warm.,Bad food temperature,1
17256162,Mmmmmmm...... cofffffffeeeeee÷,"Good food quality,Good taste","1,1"
17253950,"Hi, the tartar sauce had exploded inside the bag, this also happened to a few other meals too.","Inappropriate packaging,Bad quality or taste","1,1"
17253200,Great service and suppirt in downloading app!,"Good services,App works well","1,1"
17256237,"My first day in the office, great to see Fiona again, who I know from my days in Parklands, and helped me with the app😊",Good services,1
17254211,I luv coke,Global positive feedbacks,1
17251044,Don’t put radish in curry… it should be potato,Bad quality or taste,1
17255025,"It had shredded bbq pork. Not really a Cuban!""",Wrong or missing order,1
17250081,Ceviche was so good 🤍,"Good food quality,Good taste","1,1"
17257023,No plastic in the packaging please,Packaging not sustainable,1
17250123,Chicken is not very good,Bad quality or taste,1
17254098,I feel like the portion sizes for the breakfast for lunch were pretty weak for the price. A single pancake a single sausage and a scoop of eggs seems a bit light.,Portion too small,1
17250097,"Cheese pie cold and stale, portion of chips was comical. Was that portion for a child?",Portion too small,1
17252844,"Gave me wrong cookie, didn’t enjoy meal",Wrong or missing order,1
17256891,Never received my order. Never received a notification that they were unable to process my order,"Wrong or missing order,App to improve","1,1"
17257758,Quick and easy,Arrived on time,1
17252230,Food was very tasty!,"Good food quality,Good taste","1,1"
17257512,Pizza was burnt,Bad quality or taste,1
17253023,Great burger,"Good food quality,Good taste","1,1"
17251051,Dood was awesome,Good services,1
